,year,disease,cdc_link
749,2009,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
750,2009,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
751,2009,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
752,2009,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
753,2009,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
754,2009,"Chlamydia trachomatis, genital infections",https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-genital-infections/
755,2009,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
756,2009,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
757,2009,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
758,2009,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
759,2009,Ehrlichiosis and anaplasmosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis-and-anaplasmosis/
760,2009,Anaplasma phagocytophilum infection,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum-infection/
761,2009,Ehrlichia chaffeensis infection,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis-infection/
762,2009,Ehrlichia ewingii infection,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii-infection/
763,2009,Undetermined human ehrlichiosis/anaplasmosis,https://ndc.services.cdc.gov/conditions/undetermined-human-ehrlichiosis-anaplasmosis/
764,2009,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
765,2009,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
766,2009,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
767,2009,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
768,2009,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
769,2009,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
770,2009,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
771,2009,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
772,2009,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
773,2009,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
774,2009,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
775,2009,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
776,2009,HIV infection (AIDS has been reclassified as HIV Stage III),https://ndc.services.cdc.gov/conditions/hiv-infection-aids-has-been-reclassified-as-hiv-stage-iii/
777,2009,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
778,2009,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
779,2009,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
780,2009,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
781,2009,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
782,2009,Measles,https://ndc.services.cdc.gov/conditions/measles/
783,2009,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
784,2009,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
785,2009,Novel influenza A virus infections,https://ndc.services.cdc.gov/conditions/novel-influenza-a-virus-infections/
786,2009,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
787,2009,Plague,https://ndc.services.cdc.gov/conditions/plague/
788,2009,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
789,2009,"Poliovirus infection, nonparalytic",https://ndc.services.cdc.gov/conditions/poliovirus-infection-nonparalytic/
790,2009,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
791,2009,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
792,2009,"Q fever, acute",https://ndc.services.cdc.gov/conditions/q-fever-acute/
793,2009,"Q fever, chronic",https://ndc.services.cdc.gov/conditions/q-fever-chronic/
794,2009,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
795,2009,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
796,2009,Rocky Mountain spotted fever,https://ndc.services.cdc.gov/conditions/rocky-mountain-spotted-fever/
797,2009,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
798,2009,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
799,2009,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
800,2009,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
801,2009,Shiga toxin-producing Escherichia coli,https://ndc.services.cdc.gov/conditions/shiga-toxin-producing-escherichia-coli/
802,2009,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
803,2009,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
804,2009,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
805,2009,"Streptococcus disease, invasive, Group A",https://ndc.services.cdc.gov/conditions/streptococcus-disease-invasive-group-a/
806,2009,"Streptococcus pneumoniae, drug-resistant invasive disease",https://ndc.services.cdc.gov/conditions/streptococcus-pneumoniae-drug-resistant-invasive-disease/
807,2009,"Streptococcus pneumoniae, invasive disease non-drug resistant (child, <5 years)",https://ndc.services.cdc.gov/conditions/streptococcus-pneumoniae-invasive-disease-non-drug-resistant-child/
808,2009,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
809,2009,Neurosyphilis,https://ndc.services.cdc.gov/conditions/neurosyphilis/
810,2009,"Syphilis, congenital",https://ndc.services.cdc.gov/conditions/congenital-syphilis/
811,2009,"Syphilis, early latent",https://ndc.services.cdc.gov/conditions/syphilis-early-latent/
812,2009,"Syphilis, late latent",https://ndc.services.cdc.gov/conditions/syphilis-late-latent/
813,2009,"Syphilis, late, with clinical manifestations other than neurosyphilis",https://ndc.services.cdc.gov/conditions/syphilis-late-with-clinical-manifestations-other-than-neurosyphilis/
814,2009,"Syphilis, latent",https://ndc.services.cdc.gov/conditions/syphilis-latent/
815,2009,"Syphilis, latent unknown duration",https://ndc.services.cdc.gov/conditions/syphilis-latent-unknown-duration/
816,2009,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
817,2009,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
818,2009,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
819,2009,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
820,2009,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
821,2009,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
822,2009,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
823,2009,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
824,2009,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
825,2009,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
826,2009,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
827,2009,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
828,2009,Vibriosis,https://ndc.services.cdc.gov/conditions/vibriosis/
829,2009,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
830,2010,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
831,2010,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
832,2010,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
833,2010,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
834,2010,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
835,2010,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
836,2010,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
837,2010,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
838,2010,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
839,2010,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
840,2010,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
841,2010,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
842,2010,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
843,2010,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
844,2010,Cancer,https://ndc.services.cdc.gov/conditions/cancer/
845,2010,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
846,2010,Chlamydia trachomatis infection,https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-infection/
847,2010,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
848,2010,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
849,2010,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
850,2010,Dengue virus infections,https://ndc.services.cdc.gov/conditions/dengue-virus-infections/
851,2010,Dengue fever,https://ndc.services.cdc.gov/conditions/dengue-fever/
852,2010,Dengue hemorrhagic fever,https://ndc.services.cdc.gov/conditions/dengue-hemorrhagic-fever/
853,2010,Dengue shock syndrome,https://ndc.services.cdc.gov/conditions/dengue-shock-syndrome/
854,2010,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
855,2010,Ehrlichiosis and anaplasmosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis-and-anaplasmosis/
856,2010,Anaplasma phagocytophilum infection,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum-infection/
857,2010,Ehrlichia chaffeensis infection,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis-infection/
858,2010,Ehrlichia ewingii infection,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii-infection/
859,2010,Undetermined human ehrlichiosis/anaplasmosis,https://ndc.services.cdc.gov/conditions/undetermined-human-ehrlichiosis-anaplasmosis/
860,2010,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
861,2010,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
862,2010,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
863,2010,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
864,2010,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
865,2010,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
866,2010,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
867,2010,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
868,2010,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
869,2010,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
870,2010,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
871,2010,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
872,2010,HIV infection (AIDS has been reclassified as HIV Stage III),https://ndc.services.cdc.gov/conditions/hiv-infection-aids-has-been-reclassified-as-hiv-stage-iii/
873,2010,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
874,2010,Invasive pneumococcal disease,https://ndc.services.cdc.gov/conditions/invasive-pneumococcal-disease/
875,2010,"Lead, elevated blood levels",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels/
876,2010,"Lead, elevated blood levels, adult (≥16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-adult/
877,2010,"Lead, elevated blood levels, children (<16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-children/
878,2010,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
879,2010,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
880,2010,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
881,2010,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
882,2010,Measles,https://ndc.services.cdc.gov/conditions/measles/
883,2010,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
884,2010,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
885,2010,Novel influenza A virus infections,https://ndc.services.cdc.gov/conditions/novel-influenza-a-virus-infections/
886,2010,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
887,2010,"Pesticide-related illness and injury, acute",https://ndc.services.cdc.gov/conditions/pesticide-related-illness-and-injury-acute/
888,2010,Plague,https://ndc.services.cdc.gov/conditions/plague/
889,2010,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
890,2010,"Poliovirus infection, nonparalytic",https://ndc.services.cdc.gov/conditions/poliovirus-infection-nonparalytic/
891,2010,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
892,2010,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
893,2010,"Q fever, acute",https://ndc.services.cdc.gov/conditions/q-fever-acute/
894,2010,"Q fever, chronic",https://ndc.services.cdc.gov/conditions/q-fever-chronic/
895,2010,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
896,2010,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
897,2010,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
898,2010,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
899,2010,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
900,2010,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
901,2010,Shiga toxin-producing Escherichia coli,https://ndc.services.cdc.gov/conditions/shiga-toxin-producing-escherichia-coli/
902,2010,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
903,2010,Silicosis,https://ndc.services.cdc.gov/conditions/silicosis/
904,2010,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
905,2010,Spotted fever rickettsiosis,https://ndc.services.cdc.gov/conditions/spotted-fever-rickettsiosis/
906,2010,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
907,2010,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
908,2010,Neurosyphilis,https://ndc.services.cdc.gov/conditions/neurosyphilis/
909,2010,"Syphilis, congenital",https://ndc.services.cdc.gov/conditions/congenital-syphilis/
910,2010,"Syphilis, early latent",https://ndc.services.cdc.gov/conditions/syphilis-early-latent/
911,2010,"Syphilis, late latent",https://ndc.services.cdc.gov/conditions/syphilis-late-latent/
912,2010,"Syphilis, late, with clinical manifestations other than neurosyphilis",https://ndc.services.cdc.gov/conditions/syphilis-late-with-clinical-manifestations-other-than-neurosyphilis/
913,2010,"Syphilis, latent",https://ndc.services.cdc.gov/conditions/syphilis-latent/
914,2010,"Syphilis, latent unknown duration",https://ndc.services.cdc.gov/conditions/syphilis-latent-unknown-duration/
915,2010,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
916,2010,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
917,2010,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
918,2010,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
919,2010,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
920,2010,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
921,2010,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
922,2010,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
923,2010,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
924,2010,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
925,2010,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
926,2010,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
927,2010,Vibriosis,https://ndc.services.cdc.gov/conditions/vibriosis/
928,2010,Viral hemorrhagic fever,https://ndc.services.cdc.gov/conditions/viral-hemorrhagic-fever/
929,2010,Crimean-Congo hemorrhagic fever virus,https://ndc.services.cdc.gov/conditions/crimean-congo-hemorrhagic-fever-virus/
930,2010,Ebola virus,https://ndc.services.cdc.gov/conditions/ebola-virus/
931,2010,Lassa virus,https://ndc.services.cdc.gov/conditions/lassa-virus/
932,2010,Marburg virus,https://ndc.services.cdc.gov/conditions/marburg-virus/
933,2010,New World arenavirus – Guanarito virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-guanarito-virus/
934,2010,New World arenavirus – Junin virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-junin-virus/
935,2010,New World arenavirus – Machupo virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-machupo-virus/
936,2010,New World arenavirus – Sabia virus,https://ndc.services.cdc.gov/conditions/new-world-arenavirus-sabia-virus/
937,2010,Waterborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/waterborne-disease-outbreak/
938,2010,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
939,2011,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
940,2011,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
941,2011,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
942,2011,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
943,2011,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
944,2011,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
945,2011,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
946,2011,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
947,2011,Babesiosis,https://ndc.services.cdc.gov/conditions/babesiosis/
948,2011,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
949,2011,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
950,2011,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
951,2011,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
952,2011,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
953,2011,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
954,2011,Cancer,https://ndc.services.cdc.gov/conditions/cancer/
955,2011,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
956,2011,Chlamydia trachomatis infection,https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-infection/
957,2011,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
958,2011,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
959,2011,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
960,2011,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
961,2011,Dengue virus infections,https://ndc.services.cdc.gov/conditions/dengue-virus-infections/
962,2011,Dengue fever,https://ndc.services.cdc.gov/conditions/dengue-fever/
963,2011,Dengue hemorrhagic fever,https://ndc.services.cdc.gov/conditions/dengue-hemorrhagic-fever/
964,2011,Dengue shock syndrome,https://ndc.services.cdc.gov/conditions/dengue-shock-syndrome/
965,2011,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
966,2011,Ehrlichiosis and anaplasmosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis-and-anaplasmosis/
967,2011,Anaplasma phagocytophilum infection,https://ndc.services.cdc.gov/conditions/anaplasma-phagocytophilum-infection/
968,2011,Ehrlichia chaffeensis infection,https://ndc.services.cdc.gov/conditions/ehrlichia-chaffeensis-infection/
969,2011,Ehrlichia ewingii infection,https://ndc.services.cdc.gov/conditions/ehrlichia-ewingii-infection/
970,2011,Undetermined human ehrlichiosis/anaplasmosis,https://ndc.services.cdc.gov/conditions/undetermined-human-ehrlichiosis-anaplasmosis/
971,2011,Foodborne Disease Outbreak,https://ndc.services.cdc.gov/conditions/foodborne-disease-outbreak/
972,2011,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
973,2011,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
974,2011,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
975,2011,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
976,2011,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
977,2011,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
978,2011,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
979,2011,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
980,2011,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
981,2011,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
982,2011,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
983,2011,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
984,2011,HIV infection (AIDS has been reclassified as HIV Stage III),https://ndc.services.cdc.gov/conditions/hiv-infection-aids-has-been-reclassified-as-hiv-stage-iii/
985,2011,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
986,2011,Invasive pneumococcal disease,https://ndc.services.cdc.gov/conditions/invasive-pneumococcal-disease/
987,2011,"Lead, elevated blood levels",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels/
988,2011,"Lead, elevated blood levels, adult (≥16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-adult/
989,2011,"Lead, elevated blood levels, children (<16 Years)",https://ndc.services.cdc.gov/conditions/lead-elevated-blood-levels-children/
990,2011,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
991,2011,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
992,2011,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
993,2011,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
994,2011,Measles,https://ndc.services.cdc.gov/conditions/measles/
995,2011,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
996,2011,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
997,2011,Novel influenza A virus infections,https://ndc.services.cdc.gov/conditions/novel-influenza-a-virus-infections/
998,2011,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
999,2011,"Pesticide-related illness and injury, acute",https://ndc.services.cdc.gov/conditions/pesticide-related-illness-and-injury-acute/
1000,2011,Plague,https://ndc.services.cdc.gov/conditions/plague/
1001,2011,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
1002,2011,"Poliovirus infection, nonparalytic",https://ndc.services.cdc.gov/conditions/poliovirus-infection-nonparalytic/
1003,2011,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
1004,2011,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
1005,2011,"Q fever, acute",https://ndc.services.cdc.gov/conditions/q-fever-acute/
1006,2011,"Q fever, chronic",https://ndc.services.cdc.gov/conditions/q-fever-chronic/
1007,2011,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
1008,2011,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
1009,2011,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
1010,2011,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
1011,2011,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
1012,2011,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
1013,2011,Shiga toxin-producing Escherichia coli,https://ndc.services.cdc.gov/conditions/shiga-toxin-producing-escherichia-coli/
1014,2011,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
1015,2011,Silicosis,https://ndc.services.cdc.gov/conditions/silicosis/
1016,2011,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
1017,2011,Spotted fever rickettsiosis,https://ndc.services.cdc.gov/conditions/spotted-fever-rickettsiosis/
1018,2011,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
1019,2011,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
1020,2011,Neurosyphilis,https://ndc.services.cdc.gov/conditions/neurosyphilis/
1021,2011,"Syphilis, congenital",https://ndc.services.cdc.gov/conditions/congenital-syphilis/
1022,2011,"Syphilis, early latent",https://ndc.services.cdc.gov/conditions/syphilis-early-latent/
1023,2011,"Syphilis, late latent",https://ndc.services.cdc.gov/conditions/syphilis-late-latent/
1024,2011,"Syphilis, late, with clinical manifestations other than neurosyphilis",https://ndc.services.cdc.gov/conditions/syphilis-late-with-clinical-manifestations-other-than-neurosyphilis/
1025,2011,"Syphilis, latent",https://ndc.services.cdc.gov/conditions/syphilis-latent/
1026,2011,"Syphilis, latent unknown duration",https://ndc.services.cdc.gov/conditions/syphilis-latent-unknown-duration/
1027,2011,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
1028,2011,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
1029,2011,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
1030,2011,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
1031,2011,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
1032,2011,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
1033,2011,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
1034,2011,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
1035,2011,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
